position;channelTitle;videoId;publishedAt;publishedAtSQL;videoTitle;videoDescription;tags;videoCategoryId;videoCategoryLabel;topicCategories;duration;durationSec;dimension;definition;caption;defaultLanguage;defaultLAudioLanguage;thumbnail_maxres;licensedContent;locationDescription;latitude;longitude;viewCount;likeCount;dislikeCount;favoriteCount;commentCount
904;Tate;LR0h_oMCsZ4;2009-05-01T15:51:17Z;2009-05-01 15:51:17;Katie Paterson – Mapping Dead Stars | TateShots;Katie Paterson's work is a map of dead stars, 27,000 of them, or all that have so far been observed and recorded. But, as she tells us in this film, if you were going to make a map of all the dead stars it would be the size of the Earth. We follow the artist as she visits an observatory to talk to Professor Ofer Lahav about the mysteries of the universe. Katie Patersons work was featured in the Altermodern exhibition at Tate Britain. Subscribe for weekly films: http://goo.gl/X1ZnEl;altermodern,astronomy,tatebritain,tate,art,Katie Paterson,artist,contemporary art;27;Education;Knowledge;PT4M16S;256;2d;sd;TRUE;;en-GB;https://i.ytimg.com/vi/LR0h_oMCsZ4/maxresdefault.jpg;;;;;17174;81;;0;6
905;Tate;DLkNPD6kdkw;2009-05-01T15:46:47Z;2009-05-01 15:46:47;Aleksandr Rodchenko and Liubov Popova | TateShots;Tate Modern's 2009 exhibition explored the work of Aleksandr Rodchenko and Liubov Popova, who sparked a revolution in Russian art. The Constructivists challenged the idea of the work of art as a unique commodity, and believed that it could contribute to everyday life through design, architecture, theatre and film.  In this interview, one of the show's curators Ben Borthwick looks at how their paintings, however abstract, can still be mapped back to things that exist in the real world.;tatemodern,constructivism,avant,garde,modernart,modern,tate,art,exhibition,russian;22;People & Blogs;Knowledge;PT4M57S;297;2d;sd;FALSE;;;;;;;;29998;198;;0;8
906;Tate;gKsc96K1kUA;2009-05-01T15:46:02Z;2009-05-01 15:46:02;A Response to Dominique Gonzales-Foerster | TateShots;"In Dominique Gonzales-Foerster's 2009 installation for Tate Moderns Turbine Hall - 'TH.2058' - the artist imagined Tate Modern 50 years hence. Part of the Unilever Series. Tate launched a competition, inviting people to respond to her apocalyptic vision of the future by writing a short story. We chose one of the best entries to be turned into a short film, narrated by Dr Who's Christopher Eccleston. Director Sam Blair comments: ""I like how the story invents this secretive, murky, scientific conspiracy of silence that is keeping the population literally in the dark.""";drama,film,installation,tate,tatemodern,Dominique Gonzales-Foerster,Christopher Eccleston;22;People & Blogs;Knowledge;PT4M15S;255;2d;sd;FALSE;;;https://i.ytimg.com/vi/gKsc96K1kUA/maxresdefault.jpg;;;;;3986;20;;0;0
907;Tate;1POuMECG_tw;2009-05-01T15:45:06Z;2009-05-01 15:45:06;Glenn Brown | TateShots;"The inspiration for Glenn Browns extraordinary paintings lies in the art of appropriation. In his hands printed images taken from books or postcards, old masters and science fiction illustrations undergo audacious transition; they become flat, colours shift and the originals become a memory. Browns work exaggerates these processes to an extreme degree. In this film, John Myatt, a renowned forger, whose exploits have even landed him a spell in prison, takes a trip to Tate Liverpool to contemplate Browns work.";tateliverpool,liverpool,painter,contemporaryart,art,painting,Glenn Brown;22;People & Blogs;Knowledge;PT5M40S;340;2d;sd;FALSE;;en-GB;https://i.ytimg.com/vi/1POuMECG_tw/maxresdefault.jpg;;;;;62150;382;;0;20
908;Tate;eUvYR-wjbog;2009-05-01T15:37:49Z;2009-05-01 15:37:49;Miriam Elia – A Therapy Session for Unhappy Artworks | TateShots;We invited comedian Miriam Elia to present a personal take on the Rodchenko & Popova exhibition at Tate Modern. The result is this sketch. As Miriam explains: 'Shapes featuring in Russian Constructivist paintings often suffer from anxiety disorders, distress and problems relating to other shapes. This short film is an extract from a longer sequence of therapy sessions, where shapes from Popovas paintings made a positive decision to try and develop a workable relationship. Their natural asymmetry had led to almost irreconcilable differences, and it was a HUGE step forward to even have them sitting in the same room.' Miriam Elia is a fully qualified AAC (asymmetrical abstractshape counsellor), who trained at the London College of Varying Degrees. She is also a stand-up comedian, and a contributor to BBC Radio 4s Arturart. Contains strong language.;comedy,art,russian,constructivism;22;People & Blogs;Lifestyle_(sociology);PT3M43S;223;2d;sd;FALSE;;;;;;;;10396;48;;0;7
909;Tate;yquWlZmM8qY;2009-03-23T13:45:53Z;2009-03-23 13:45:53;Jean-Pascal Florien and Julien Bismuth | TateShots;A performance on the River Thames by Jean-Pascal Florien and Julien Bismuth. On a rare, almost miraculously sunny day in London, TateShots and a group of art lovers boarded a boat and sailed out onto the Thames. We were there to see a work by Jean-Pascal Flavien and Julien Bismuth, the splashily named 'Plouf!', which was first performed in the sea off Rio de Janeiro. The work consists of Flavien and Bismuth, who are on another, smaller boat, reading through a megaphone, signing semaphore and flashing morse code: a poetic tale of loneliness and loss at sea.;art,performance,performanceart,tate,tatemodern,Jean-Pascal Florien and Julien Bismuth,Jean-Pascal Florien,Julien Bismuth;22;People & Blogs;Lifestyle_(sociology);PT4M54S;294;2d;sd;FALSE;;;https://i.ytimg.com/vi/yquWlZmM8qY/maxresdefault.jpg;;;;;1614;5;;0;0
910;Tate;thP5ebKiYAI;2009-03-23T13:38:05Z;2009-03-23 13:38:05;Soweto Kinch | TateShots;The Altermodern exhibition at Tate Britain accompanied by a 'sonic trail' by MC Soweto Kinch. Tate Britain invited jazz MC and saxophonist Soweto Kinch to help them produce a 'sonic trail' around works from the Collection and the current exhibition, Altermodern. The result is a mix of rap, spoken word and musical soundscapes which imagine an apocalyptic future. Here, Soweto gives us a preview and tells us how the artwork inspired him.;art,tate,tatebritain,altermodern,music,Sowoto Kinch;22;People & Blogs;Hip_hop_music,Music;PT4M;240;2d;sd;FALSE;;;https://i.ytimg.com/vi/thP5ebKiYAI/maxresdefault.jpg;;;;;2556;7;;0;1
911;Tate;8lCMDgvZ3co;2009-03-23T13:33:45Z;2009-03-23 13:33:45;David Hockney Answers Your Questions | TateShots;For a new series, the legendary David Hockney invited us into his studio for a chat. But in a twist, it wasn't TateShots asking the questions. Instead, we got you, loyal viewers, to do the hard work for us via the medium of Twitter. Is he a geek? Does he like swimming? What does he think of the credit crunch? All will be revealed. Thanks to all who submitted questions (sorry that we couldn't get through them all). Find out more about David Hockney: https://goo.gl/FgvPWm;art,artist,tate,pop,twitter,David Hockney (Visual Artist),TateShots,Tate (Tourist Attraction),Tate Gallery Britain (Museum),Tate Modern London (Museum),The Arts (Broadcast Genre),Pop Art (Art Period/Movement);22;People & Blogs;Entertainment;PT4M24S;264;2d;sd;FALSE;;;https://i.ytimg.com/vi/8lCMDgvZ3co/maxresdefault.jpg;;;;;48140;266;;0;27
912;Tate;ov9z7Ewqy6E;2009-03-23T13:30:27Z;2009-03-23 13:30:27;Angus Fairhurst | TateShots;Remembering the art and humour of Angus Fairhurst. Angus Fairhurst, who died in 2008, created art that was funny, quietly complex, and which eschewed a 'signature style'. An exhibition at the Arnolfini in Bristol gave the public the chance to see a huge range of work together for the first time, including pieces that show off his renowned sense of humour. One of those, Gallery Connections 1991-6 which is in the Tate collection, involved him simultaneously calling two London galleries before putting the phones together and recording the confusion that ensued. For this film, we asked a number of people who knew Angus, including artists Gavin Turk and Mat Collishaw, to tell us their memories of him. We also speak to his gallerist Sadie Coles, who was on the receiving end of his prank calls... Music is courtesy of Ross Blake myspace.com/bleddybleddy01;art,artist,tate,arnolfini,Angus Fairhurst;22;People & Blogs;Hobby,Lifestyle_(sociology);PT6M2S;362;2d;sd;FALSE;;;https://i.ytimg.com/vi/ov9z7Ewqy6E/maxresdefault.jpg;;;;;22587;177;;0;5
913;Tate;9rPo5910FFE;2009-03-23T13:21:06Z;2009-03-23 13:21:06;Nigel Cooke – 'New Accursed Art Club' | TateShots;'New Accursed Art Club' (2007) by Nigel Cooke is a new addition to the Tate Collection. When the artist came in to our conservation department recently, he took time out to show us how the painting was made. By taking photographs at stages throughout its production, Cooke has a visual record of everything that came and went during the process. He describes it as a type of archaeology as buildings, figures and landscapes are erased and compositions reformed along the way.;art,artist,tate,tatebritain,painter,painting,Nogel Cooke;22;People & Blogs;Knowledge;PT4M4S;244;2d;sd;FALSE;;;https://i.ytimg.com/vi/9rPo5910FFE/maxresdefault.jpg;;;;;36921;221;;0;8
914;Tate;BfBgWtAIbRc;2009-03-23T13:16:19Z;2009-03-23 13:16:19;Marcus Coates | TateShots;For this film, we went bird-watching with the artist Marcus Coates. His new video, 'The Plover's Wing' (2008), was on at Tate Britain during the Tate Triennial 2009, so it seemed apt. Coates knows a lot about birds, he can mimic their calls, interpret their behaviour and, he says, even converse with them... in the spirit world. For his art, he films himself entering a trance like state that he calls 'becoming animal', and attempts to solve people's problems by seeking answers from the animal spirits that he encounters. In this latest work, he visits the mayor of a town in Israel, and answers a question about the crisis there.;TateShots,Marcus Coates,he Plover's Wing,Tate Britain,Tate,Tate Triennial 2009,birds,Animals,animal spirits;22;People & Blogs;Knowledge;PT6M15S;375;2d;sd;FALSE;;;;;;;;34445;133;;0;34
915;Tate;UODaRxt8Zuw;2009-02-04T14:43:29Z;2009-02-04 14:43:29;Marina Abramović – Presence, Energy and Endurance | TateShots;Marina Abramović talks about her passion for Performance Art. Marina Abramović is, to many people, the definitive performance artist. Her works test the limits of the human body, and even the endurance of audiences who may witness performances lasting hours, days, or weeks. In this film we join her in her magnificent yet minimal apartment, where she discusses the amount of work that goes into staging one of her ambitious pieces, and why it's never easy to explain what she does. #TateShots Subscribe for weekly films: http://goo.gl/X1ZnEl;art,artist,newyork,Marina Abramović (Visual Artist),Educational Film (Film Genre),Performance (Visual Art Form),Tate (Tourist Attraction),Tate Modern London (Museum);27;Education;Knowledge;PT4M10S;250;2d;sd;TRUE;;en-GB;https://i.ytimg.com/vi/UODaRxt8Zuw/maxresdefault.jpg;;;;;55292;299;;0;39
916;Tate;WFW_aTPOpME;2009-02-04T14:11:55Z;2009-02-04 14:11:55;Marcel Dzama – Studio Visit | TateShots;Canadian artist Marcel Dzama is known for producing small watercolour and pen and ink drawings, like those represented in the Tate collection. For this reason, TateShots was surprised to find him in a studio lot in Brooklyn, co-directing a big budget music video for the band Department of Eagles. Later, to celebrate the release of his new book, Marcel and his friend, film director and Jackass creator Spike Jonze, signed copies for fans at the David Zwirner gallery. He also invited us back to his studio to reflect on his 'busy day', and we witnessed some of the weird and wonderful creations that inhabit his world.;art,artist,newyork,tate,tatemodern,Marcel Dzama;22;People & Blogs;Music;PT4M33S;273;2d;sd;FALSE;;;https://i.ytimg.com/vi/WFW_aTPOpME/maxresdefault.jpg;;;;;33510;139;;0;7
917;Tate;7pwxkmu2NEY;2009-02-04T13:38:17Z;2009-02-04 13:38:17;Lawrence Weiner – Studio Visit | TateShots;A New Yorker born and raised, Lawrence Weiner’s mission in life is to get straight to the point. It’s a quality you cannot miss in his artwork, in which big ideas are communicated using the minimum of words. In 2009 he showed TateShots around his studio and allowed us a sneak preview of the projects he was working on. His work was included in the exhibition Colour Chart at Tate Liverpool in 2009. Find out more about Lawrence Weiner: https://goo.gl/G23jss;art,artist,newyork,tate,tatemodern,Lawrence Weiner (Visual Artist);22;People & Blogs;Knowledge;PT3M44S;224;2d;sd;FALSE;;;https://i.ytimg.com/vi/7pwxkmu2NEY/maxresdefault.jpg;;;;;40744;179;;0;21
918;Tate;dRdDdV7vZ6I;2009-02-04T13:11:33Z;2009-02-04 13:11:33;Jim Dine | TateShots;A painter, sculptor, photographer, illustrator, performance artist and poet, Jim Dine is arguably one of the most prolific artists working today. In 2009 he took TateShots on a tour of his exhibition at Pace Wildenstein, New York, a labyrinthine show that touched on nearly every aspect of his life to date. In this film he talks about his his love of Pinocchio, tools, and why he can do nothing else but make art. Find out more about Jim Dine: https://goo.gl/pG4EtM;art,artist,newyork,tate,tatemodern,Pop Art,Jim Dine (Visual Artist);22;People & Blogs;Hobby,Lifestyle_(sociology);PT3M44S;224;2d;sd;FALSE;;;https://i.ytimg.com/vi/dRdDdV7vZ6I/maxresdefault.jpg;;;;;38686;107;;0;4
919;Tate;XTnPq0uIUds;2009-02-04T12:46:27Z;2009-02-04 12:46:27;Jeff Koons – 'Art is a Vehicle of Acceptance' | TateShots;Watch an interview with artist Jeff Koons in his New York studio. There are not many places on earth where paintings of Popeye mingle with giant lobsters, or where a team can scheme to hang a full-sized train from a crane. But as this episode of TateShots proves, anything is possible in the studio of Jeff Koons. Fresh from exhibiting his work at the Palace of Versailles (the first time a contemporary artist has been invited to exhibit there), the boundary-breaking artist gave us a whistle-stop tour of his factory-like facility. #TateShots Subscribe for weekly films: http://goo.gl/X1ZnEl;Jeff Koons (Visual Artist),Educational Film (Film Genre),Tate (Tourist Attraction),Tate Modern London (Museum),artist studio,studio visit,art,artist,Pop Art (Art Period/Movement),contemporary art;27;Education;Knowledge;PT4M5S;245;2d;sd;TRUE;;en-GB;https://i.ytimg.com/vi/XTnPq0uIUds/maxresdefault.jpg;;;;;137089;558;;0;125
920;Tate;ucuiBDidLOI;2009-02-04T12:12:41Z;2009-02-04 12:12:41;Cory Arcangel – Computer Art | TateShots;TateShots met Cory Arcangel at Team Gallery, New York, where he showed us around his exhibition Adult Contemporary. Arcangel uses the term 'computer nerd' hesitantly, but his work certainly appeals to our inner-geek. There's his modified PlayStation controller, which does nothing but deliver gutter balls during a bowling game, and a film that relies heavily on special effects from a vintage machine bought from eBay. His work appeared at Tate Liverpool in 2009, as part of the Colour Chart exhibition.;art,artist,newyork,tate,tatemodern,Cory Arcangel (Visual Artist);22;People & Blogs;Knowledge;PT3M53S;233;2d;sd;FALSE;;;https://i.ytimg.com/vi/ucuiBDidLOI/maxresdefault.jpg;;;;;24756;214;;0;20
